geonameid,name,country,subcountry,country_code
3394500,Morada Nova,Brazil,Ceará,BRA
3394549,Monteiro,Brazil,Paraíba,BRA
3394605,Monte Alegre,Brazil,Pará,BRA
3394649,Mombaça,Brazil,Ceará,BRA
3394661,Moju,Brazil,Pará,BRA
3394682,Mossoró,Brazil,Rio Grande do Norte,BRA
3394745,Mocajuba,Brazil,Pará,BRA
3394817,Miracema do Tocantins,Brazil,Tocantins,BRA
3395062,Maués,Brazil,Amazonas,BRA
3395077,Matriz de Camaragibe,Brazil,Alagoas,BRA
3395380,Mari,Brazil,Paraíba,BRA
3395395,Marechal Deodoro,Brazil,Alagoas,BRA
3395458,Maragogi,Brazil,Alagoas,BRA
3395473,Maracanaú,Brazil,Ceará,BRA
3395503,Marabá,Brazil,Pará,BRA
3395717,Mamanguape,Brazil,Paraíba,BRA
3395981,Maceió,Brazil,Alagoas,BRA
3395998,Macau,Brazil,Rio Grande do Norte,BRA
3396016,Macapá,Brazil,Amapá,BRA
3396048,Macaíba,Brazil,Rio Grande do Norte,BRA
3396266,Limoeiro do Norte,Brazil,Ceará,BRA
3396277,Limoeiro,Brazil,Pernambuco,BRA
3396364,Lavras da Mangabeira,Brazil,Ceará,BRA
3396496,Lajedo,Brazil,Pernambuco,BRA
3396601,Lago da Pedra,Brazil,Maranhão,BRA
3396769,Lagoa do Itaenga,Brazil,Pernambuco,BRA
3397147,Juazeiro do Norte,Brazil,Ceará,BRA
3397230,José de Freitas,Brazil,Piauí,BRA
3397277,João Pessoa,Brazil,Paraíba,BRA
3397315,João Câmara,Brazil,Rio Grande do Norte,BRA
3397665,Jaguaruana,Brazil,Ceará,BRA
3397675,Jaguaribe,Brazil,Ceará,BRA
3397838,Jaboatão,Brazil,Pernambuco,BRA
3397851,Itupiranga,Brazil,Pará,BRA
3397893,Itacoatiara,Brazil,Amazonas,BRA
3397898,Itaporanga,Brazil,Paraíba,BRA
3397904,Itapissuma,Brazil,Pernambuco,BRA
3397909,Itapipoca,Brazil,Ceará,BRA
3397936,Itapecuru Mirim,Brazil,Maranhão,BRA
3397941,Itapagé,Brazil,Ceará,BRA
3397967,Itaituba,Brazil,Pará,BRA
3397969,Itaitinga,Brazil,Ceará,BRA
3398003,Itabaiana,Brazil,Paraíba,BRA
3398076,Ipueiras,Brazil,Piauí,BRA
3398105,Ipubi,Brazil,Pernambuco,BRA
3398112,Ipu,Brazil,Ceará,BRA
3398115,Ipojuca,Brazil,Pernambuco,BRA
3398269,Imperatriz,Brazil,Maranhão,BRA
3398331,Iguatu,Brazil,Ceará,BRA
3398343,Igarapé Miri,Brazil,Pará,BRA
3398350,Igarapé Açu,Brazil,Pará,BRA
3398352,Igarassu,Brazil,Pernambuco,BRA
3398379,Icó,Brazil,Ceará,BRA
3398450,Horizonte,Brazil,Ceará,BRA
3398569,Guaraciaba do Norte,Brazil,Ceará,BRA
3398570,Guarabira,Brazil,Paraíba,BRA
3398614,Guaiúba,Brazil,Ceará,BRA
3398691,Gravatá,Brazil,Pernambuco,BRA
3398706,Granja,Brazil,Ceará,BRA
3398856,Grajaú,Brazil,Maranhão,BRA
3398904,Goiana,Brazil,Pernambuco,BRA
3398920,Glória do Goitá,Brazil,Pernambuco,BRA
3399058,Garanhuns,Brazil,Pernambuco,BRA
3399132,Gameleira,Brazil,Pernambuco,BRA
3399415,Fortaleza,Brazil,Ceará,BRA
3399506,Floriano,Brazil,Piauí,BRA
3399518,Floresta,Brazil,Pernambuco,BRA
3400558,Eusébio,Brazil,Ceará,BRA
3400567,Extremoz,Brazil,Rio Grande do Norte,BRA
3400617,Estreito,Brazil,Maranhão,BRA
3400740,Esperantina,Brazil,Piauí,BRA
3400752,Esperança,Brazil,Paraíba,BRA
3400804,Escada,Brazil,Pernambuco,BRA
3400969,Dom Pedro,Brazil,Maranhão,BRA
3401106,Demerval Lobão,Brazil,Piauí,BRA
3401109,Delmiro Gouveia,Brazil,Alagoas,BRA
3401138,Custódia,Brazil,Pernambuco,BRA
3401148,Cururupu,Brazil,Maranhão,BRA
3401283,Currais Novos,Brazil,Rio Grande do Norte,BRA
3401340,Cupira,Brazil,Pernambuco,BRA
3401545,Crato,Brazil,Ceará,BRA
3401548,Crateús,Brazil,Ceará,BRA
3401703,Coroatá,Brazil,Maranhão,BRA
3401830,Condado,Brazil,Pernambuco,BRA
3401845,Conceição do Araguaia,Brazil,Pará,BRA
3401963,Colinas,Brazil,Maranhão,BRA
3401992,Coelho Neto,Brazil,Maranhão,BRA
3402000,Codó,Brazil,Maranhão,BRA
3402229,Chapadinha,Brazil,Maranhão,BRA
3402271,Chã Grande,Brazil,Pernambuco,BRA
3402360,Ceará Mirim,Brazil,Rio Grande do Norte,BRA
3402383,Caxias,Brazil,Maranhão,BRA
3402429,Caucaia,Brazil,Ceará,BRA
3402465,Catolé do Rocha,Brazil,Paraíba,BRA
3402528,Catende,Brazil,Pernambuco,BRA
3402591,Castanhal,Brazil,Pará,BRA
3402613,Cascavel,Brazil,Ceará,BRA
3402655,Caruaru,Brazil,Pernambuco,BRA
3402721,Carpina,Brazil,Pernambuco,BRA
3402724,Carolina,Brazil,Maranhão,BRA
3403127,Capitão Poço,Brazil,Pará,BRA
3403208,Capanema,Brazil,Pará,BRA
3403353,Canindé,Brazil,Ceará,BRA
3403362,Canguaretama,Brazil,Rio Grande do Norte,BRA
3403534,Campos Sales,Brazil,Ceará,BRA
3403566,Campo Maior,Brazil,Piauí,BRA
3403611,Campo Alegre,Brazil,Alagoas,BRA
3403642,Campina Grande,Brazil,Paraíba,BRA
3403687,Camocim,Brazil,Ceará,BRA
3403697,Cametá,Brazil,Pará,BRA
3403941,Cajueiro,Brazil,Alagoas,BRA
3404020,Cajazeiras,Brazil,Paraíba,BRA
3404117,Caicó,Brazil,Rio Grande do Norte,BRA
3404513,Cabrobó,Brazil,Pernambuco,BRA
3404545,Cabo,Brazil,Pernambuco,BRA
3404558,Cabedelo,Brazil,Paraíba,BRA
3404722,Buriti Bravo,Brazil,Maranhão,BRA
3404766,Buíque,Brazil,Pernambuco,BRA
3404817,Breves,Brazil,Pará,BRA
3404833,Brejo Santo,Brazil,Ceará,BRA
3404862,Brejo da Madre de Deus,Brazil,Pernambuco,BRA
3405006,Bragança,Brazil,Pará,BRA
3405380,Bom Conselho,Brazil,Pernambuco,BRA
3405616,Boa Viagem,Brazil,Ceará,BRA
3405738,Bezerros,Brazil,Pernambuco,BRA
3405792,Benevides,Brazil,Pará,BRA
3405812,Belo Jardim,Brazil,Pernambuco,BRA
3405863,Belém,Brazil,Paraíba,BRA
3405870,Belém,Brazil,Pará,BRA
3405924,Beberibe,Brazil,Ceará,BRA
3405940,Bayeux,Brazil,Paraíba,BRA
3405954,Baturité,Brazil,Ceará,BRA
3406160,Barreiros,Brazil,Pernambuco,BRA
3406196,Barreirinhas,Brazil,Maranhão,BRA
3406263,Barras,Brazil,Piauí,BRA
3406317,Barra do Corda,Brazil,Maranhão,BRA
3406429,Barcarena,Brazil,Pará,BRA
3406442,Barbalha,Brazil,Ceará,BRA
3406545,Balsas,Brazil,Maranhão,BRA
3406910,Bacabal,Brazil,Maranhão,BRA
3406961,Augusto Corrêa,Brazil,Pará,BRA
3406996,Atalaia,Brazil,Alagoas,BRA
3407194,Areia Branca,Brazil,Rio Grande do Norte,BRA
3407216,Arcoverde,Brazil,Pernambuco,BRA
3407243,Araripina,Brazil,Pernambuco,BRA
3407258,Arari,Brazil,Maranhão,BRA
3407327,Arapiraca,Brazil,Alagoas,BRA
3407357,Araguaína,Brazil,Tocantins,BRA
3407378,Aracati,Brazil,Ceará,BRA
3407407,Aquiraz,Brazil,Ceará,BRA
3407440,Apodi,Brazil,Rio Grande do Norte,BRA
3407669,Ananindeua,Brazil,Pará,BRA
3407758,Amaraji,Brazil,Pernambuco,BRA
3407797,Altos,Brazil,Piauí,BRA
3407882,Altamira,Brazil,Pará,BRA
3407903,Almeirim,Brazil,Pará,BRA
3407980,Alenquer,Brazil,Pará,BRA
3408100,Alagoa Grande,Brazil,Paraíba,BRA
3408166,Águas Belas,Brazil,Pernambuco,BRA
3408175,Água Preta,Brazil,Pernambuco,BRA
3408274,Afogados da Ingazeira,Brazil,Pernambuco,BRA
3408337,Açu,Brazil,Rio Grande do Norte,BRA
3408343,Acopiara,Brazil,Ceará,BRA
3408368,Acaraú,Brazil,Ceará,BRA
3408404,Abreu e Lima,Brazil,Pernambuco,BRA
3408424,Abaetetuba,Brazil,Pará,BRA
3444823,Xique Xique,Brazil,Bahia,BRA
3444848,Xanxerê,Brazil,Santa Catarina,BRA
3444864,Votuporanga,Brazil,São Paulo,BRA
3444866,Votorantim,Brazil,São Paulo,BRA
3444876,Volta Redonda,Brazil,Rio de Janeiro,BRA
3444914,Vitória da Conquista,Brazil,Bahia,BRA
3444924,Vitória,Brazil,Espírito Santo,BRA
3444969,Visconde do Rio Branco,Brazil,Minas Gerais,BRA
3444997,Viradouro,Brazil,São Paulo,BRA
3445014,Vinhedo,Brazil,São Paulo,BRA
3445026,Vila Velha,Brazil,Espírito Santo,BRA
3445126,Videira,Brazil,Santa Catarina,BRA
3445133,Viçosa,Brazil,Minas Gerais,BRA
3445153,Viana,Brazil,Espírito Santo,BRA
3445156,Viamão,Brazil,Rio Grande do Sul,BRA
3445162,Vespasiano,Brazil,Minas Gerais,BRA
3445299,Veranópolis,Brazil,Rio Grande do Sul,BRA
3445307,Vera Cruz,Brazil,Bahia,BRA
3445348,Wenceslau Braz,Brazil,Paraná,BRA
3445350,Venâncio Aires,Brazil,Rio Grande do Sul,BRA
3445418,Vazante,Brazil,Minas Gerais,BRA
3445433,Vassouras,Brazil,Rio de Janeiro,BRA
3445446,Várzea Paulista,Brazil,São Paulo,BRA
3445451,Várzea Grande,Brazil,Mato Grosso,BRA
3445459,Várzea da Palma,Brazil,Minas Gerais,BRA
3445487,Varginha,Brazil,Minas Gerais,BRA
3445500,Vargem Grande do Sul,Brazil,São Paulo,BRA
3445575,Valparaíso,Brazil,São Paulo,BRA
3445578,Valinhos,Brazil,São Paulo,BRA
3445596,Valença,Brazil,Rio de Janeiro,BRA
3445597,Valença,Brazil,Bahia,BRA
3445630,Vacaria,Brazil,Rio Grande do Sul,BRA
3445679,Uruguaiana,Brazil,Rio Grande do Sul,BRA
3445690,Uruçuca,Brazil,Bahia,BRA
3445713,Uruaçu,Brazil,Goiás,BRA
3445746,União da Vitória,Brazil,Paraná,BRA
3445764,Unaí,Brazil,Minas Gerais,BRA
3445781,Una,Brazil,Bahia,BRA
3445782,Umuarama,Brazil,Paraná,BRA
3445831,Uberlândia,Brazil,Minas Gerais,BRA
3445839,Uberaba,Brazil,Minas Gerais,BRA
3445847,Ubatuba,Brazil,São Paulo,BRA
3445849,Ubatã,Brazil,Bahia,BRA
3445853,Ubaitaba,Brazil,Bahia,BRA
3445859,Ubá,Brazil,Minas Gerais,BRA
3445939,Tupanciretã,Brazil,Rio Grande do Sul,BRA
3445941,Tupaciguara,Brazil,Minas Gerais,BRA
3445942,Tupã,Brazil,São Paulo,BRA
3445983,Tucano,Brazil,Bahia,BRA
3445993,Tubarão,Brazil,Santa Catarina,BRA
3446038,Trindade,Brazil,Goiás,BRA
3446065,Três Rios,Brazil,Rio de Janeiro,BRA
3446077,Três Pontas,Brazil,Minas Gerais,BRA
3446087,Três Passos,Brazil,Rio Grande do Sul,BRA
3446098,Três Lagoas,Brazil,Mato Grosso do Sul,BRA
3446130,Três de Maio,Brazil,Rio Grande do Sul,BRA
3446137,Três Coroas,Brazil,Rio Grande do Sul,BRA
3446138,Três Corações,Brazil,Minas Gerais,BRA
3446194,Tremembé,Brazil,São Paulo,BRA
3446232,Tramandaí,Brazil,Rio Grande do Sul,BRA
3446295,Torres,Brazil,Rio Grande do Sul,BRA
3446370,Toledo,Brazil,Paraná,BRA
3446400,Tobias Barreto,Brazil,Sergipe,BRA
3446445,Timóteo,Brazil,Minas Gerais,BRA
3446465,Timbó,Brazil,Santa Catarina,BRA
3446500,Tijucas,Brazil,Santa Catarina,BRA
3446539,Tietê,Brazil,São Paulo,BRA
3446556,Teutônia,Brazil,Rio Grande do Sul,BRA
3446606,Teresópolis,Brazil,Rio de Janeiro,BRA
3446621,Teófilo Otoni,Brazil,Minas Gerais,BRA
3446625,Teodoro Sampaio,Brazil,São Paulo,BRA
3446652,Telêmaco Borba,Brazil,Paraná,BRA
3446682,Taubaté,Brazil,São Paulo,BRA
3446692,Tatuí,Brazil,São Paulo,BRA
3446752,Taquarituba,Brazil,São Paulo,BRA
3446753,Taquaritinga,Brazil,São Paulo,BRA
3446783,Taquari,Brazil,Rio Grande do Sul,BRA
3446847,Taquara,Brazil,Rio Grande do Sul,BRA
3446866,Tapiramutá,Brazil,Bahia,BRA
3446880,Tapes,Brazil,Rio Grande do Sul,BRA
3446974,Tanguá,Brazil,Rio de Janeiro,BRA
3446979,Tanabi,Brazil,São Paulo,BRA
3447005,Tambaú,Brazil,São Paulo,BRA
3447059,Taiobeiras,Brazil,Minas Gerais,BRA
3447186,Taboão da Serra,Brazil,São Paulo,BRA
3447212,Suzano,Brazil,São Paulo,BRA
3447259,Sumaré,Brazil,São Paulo,BRA
3447399,Sorocaba,Brazil,São Paulo,BRA
3447423,Soledade,Brazil,Rio Grande do Sul,BRA
3447437,Socorro,Brazil,São Paulo,BRA
3447473,Sobradinho,Brazil,Bahia,BRA
3447562,Simão Dias,Brazil,Sergipe,BRA
3447591,Silva Jardim,Brazil,Rio de Janeiro,BRA
3447597,Sidrolândia,Brazil,Mato Grosso do Sul,BRA
3447624,Sete Lagoas,Brazil,Minas Gerais,BRA
3447651,Sertãozinho,Brazil,São Paulo,BRA
3447690,Serrinha,Brazil,Bahia,BRA
3447718,Serra Negra,Brazil,São Paulo,BRA
3447720,Serrana,Brazil,São Paulo,BRA
3447779,Serra,Brazil,Espírito Santo,BRA
3447785,Seropédica,Brazil,Rio de Janeiro,BRA
3447839,Senhor do Bonfim,Brazil,Bahia,BRA
3447854,Senador Canedo,Brazil,Goiás,BRA
3447928,Seabra,Brazil,Bahia,BRA
3447929,Schroeder,Brazil,Santa Catarina,BRA
3447961,Saubara,Brazil,Bahia,BRA
3447969,Sarzedo,Brazil,Minas Gerais,BRA
3447997,Sarandi,Brazil,Rio Grande do Sul,BRA
3447998,Sarandi,Brazil,Paraná,BRA
3448011,Saquarema,Brazil,Rio de Janeiro,BRA
3448031,Sapucaia,Brazil,Rio Grande do Sul,BRA
3448063,Sapiranga,Brazil,Rio Grande do Sul,BRA
3448136,São Vicente,Brazil,São Paulo,BRA
3448207,São Sepé,Brazil,Rio Grande do Sul,BRA
3448219,São Sebastião do Passé,Brazil,Bahia,BRA
3448221,São Sebastião do Paraíso,Brazil,Minas Gerais,BRA
3448227,São Sebastião do Caí,Brazil,Rio Grande do Sul,BRA
3448257,São Sebastião,Brazil,São Paulo,BRA
3448300,São Roque,Brazil,São Paulo,BRA
3448351,São Pedro da Aldeia,Brazil,Rio de Janeiro,BRA
3448403,São Pedro,Brazil,São Paulo,BRA
3448439,São Paulo,Brazil,São Paulo,BRA
3448453,São Miguel do Iguaçu,Brazil,Paraná,BRA
3448455,São Miguel do Araguaia,Brazil,Goiás,BRA
3448502,São Mateus do Sul,Brazil,Paraná,BRA
3448519,São Mateus,Brazil,Espírito Santo,BRA
3448533,São Marcos,Brazil,Rio Grande do Sul,BRA
3448545,São Manuel,Brazil,São Paulo,BRA
3448552,São Luiz Gonzaga,Brazil,Rio Grande do Sul,BRA
3448558,São Luís de Montes Belos,Brazil,Goiás,BRA
3448596,São Lourenço do Sul,Brazil,Rio Grande do Sul,BRA
3448616,São Lourenço,Brazil,Minas Gerais,BRA
3448622,São Leopoldo,Brazil,Rio Grande do Sul,BRA
3448632,São José dos Pinhais,Brazil,Paraná,BRA
3448636,São José dos Campos,Brazil,São Paulo,BRA
3448639,São José do Rio Preto,Brazil,São Paulo,BRA
3448640,São José do Rio Pardo,Brazil,São Paulo,BRA
3448742,São José,Brazil,Santa Catarina,BRA
3448825,São Joaquim da Barra,Brazil,São Paulo,BRA
3448828,São Joaquim,Brazil,Santa Catarina,BRA
3448846,São João Nepomuceno,Brazil,Minas Gerais,BRA
3448877,São João de Meriti,Brazil,Rio de Janeiro,BRA
3448879,São João del Rei,Brazil,Minas Gerais,BRA
3448902,São João da Boa Vista,Brazil,São Paulo,BRA
3448903,São João da Barra,Brazil,Rio de Janeiro,BRA
3449045,São Jerônimo,Brazil,Rio Grande do Sul,BRA
3449053,São Gotardo,Brazil,Minas Gerais,BRA
3449056,São Gonçalo do Sapucaí,Brazil,Minas Gerais,BRA
3449099,São Gabriel,Brazil,Rio Grande do Sul,BRA
3449112,São Francisco do Sul,Brazil,Santa Catarina,BRA
3449116,São Francisco do Conde,Brazil,Bahia,BRA
3449176,São Francisco,Brazil,Minas Gerais,BRA
3449195,São Fidélis,Brazil,Rio de Janeiro,BRA
3449310,São Cristóvão,Brazil,Sergipe,BRA
3449319,São Carlos,Brazil,São Paulo,BRA
3449324,São Caetano do Sul,Brazil,São Paulo,BRA
3449340,São Borja,Brazil,Rio Grande do Sul,BRA
3449344,São Bernardo do Campo,Brazil,São Paulo,BRA
3449350,São Bento do Sul,Brazil,Santa Catarina,BRA
3449427,Santos Dumont,Brazil,Minas Gerais,BRA
3449433,Santos,Brazil,São Paulo,BRA
3449467,Santo Estêvão,Brazil,Bahia,BRA
3449500,Santo Antônio do Monte,Brazil,Minas Gerais,BRA
3449516,Santo Antônio do Amparo,Brazil,Minas Gerais,BRA
3449518,Santo Antônio de Posse,Brazil,São Paulo,BRA
3449519,Santo Antônio de Pádua,Brazil,Rio de Janeiro,BRA
3449521,Santo Antônio de Jesus,Brazil,Bahia,BRA
3449529,Santo Antônio da Platina,Brazil,Paraná,BRA
3449696,Santo Ângelo,Brazil,Rio Grande do Sul,BRA
3449701,Santo André,Brazil,São Paulo,BRA
3449707,Santo Anastácio,Brazil,São Paulo,BRA
3449711,Santo Amaro da Imperatriz,Brazil,Santa Catarina,BRA
3449720,Santo Amaro,Brazil,Bahia,BRA
3449741,Santiago,Brazil,Rio Grande do Sul,BRA
3449747,Santa Vitória do Palmar,Brazil,Rio Grande do Sul,BRA
3449793,Santa Rosa de Viterbo,Brazil,São Paulo,BRA
3449822,Santa Rosa,Brazil,Rio Grande do Sul,BRA
3449847,Santa Rita do Sapucaí,Brazil,Minas Gerais,BRA
3449851,Santa Rita do Passa Quatro,Brazil,São Paulo,BRA
3449933,Santana do Paraíso,Brazil,Minas Gerais,BRA
3449936,Santana do Livramento,Brazil,Rio Grande do Sul,BRA
3449948,Santana de Parnaíba,Brazil,São Paulo,BRA
3450063,Santa Maria da Vitória,Brazil,Bahia,BRA
3450083,Santa Maria,Brazil,Rio Grande do Sul,BRA
3450144,Santa Luzia,Brazil,Minas Gerais,BRA
3450157,Santaluz,Brazil,Bahia,BRA
3450188,Santa Isabel,Brazil,São Paulo,BRA
3450206,Santa Helena de Goiás,Brazil,Goiás,BRA
3450225,Santa Gertrudes,Brazil,São Paulo,BRA
3450232,Santa Fé do Sul,Brazil,São Paulo,BRA
3450269,Santa Cruz do Sul,Brazil,Rio Grande do Sul,BRA
3450272,Santa Cruz do Rio Pardo,Brazil,São Paulo,BRA
3450283,Santa Cruz das Palmeiras,Brazil,São Paulo,BRA
3450288,Santa Cruz Cabrália,Brazil,Bahia,BRA
3450376,Santa Cecília,Brazil,Santa Catarina,BRA
3450404,Santa Bárbara d'Oeste,Brazil,São Paulo,BRA
3450554,Salvador,Brazil,Bahia,BRA
3450563,Salto de Pirapora,Brazil,São Paulo,BRA
3450594,Salto,Brazil,São Paulo,BRA
3450671,Salinas,Brazil,Minas Gerais,BRA
3450759,Sacramento,Brazil,Minas Gerais,BRA
3450832,Ruy Barbosa,Brazil,Bahia,BRA
3450843,Rubiataba,Brazil,Goiás,BRA
3450873,Rosário do Sul,Brazil,Rio Grande do Sul,BRA
3450909,Rondonópolis,Brazil,Mato Grosso,BRA
3450963,Rolante,Brazil,Rio Grande do Sul,BRA
3450964,Rolândia,Brazil,Paraná,BRA
3451051,Rio Verde de Mato Grosso,Brazil,Mato Grosso do Sul,BRA
3451055,Rio Verde,Brazil,Goiás,BRA
3451071,Rio Real,Brazil,Bahia,BRA
3451102,Rio Pardo,Brazil,Rio Grande do Sul,BRA
3451121,Rio Negro,Brazil,Paraná,BRA
3451124,Rio Negrinho,Brazil,Santa Catarina,BRA
3451134,Rio Grande da Serra,Brazil,São Paulo,BRA
3451138,Rio Grande,Brazil,Rio Grande do Sul,BRA
3451152,Rio do Sul,Brazil,Santa Catarina,BRA
3451190,Rio de Janeiro,Brazil,Rio de Janeiro,BRA
3451202,Rio das Pedras,Brazil,São Paulo,BRA
3451205,Rio das Ostras,Brazil,Rio de Janeiro,BRA
3451234,Rio Claro,Brazil,São Paulo,BRA
3451241,Rio Brilhante,Brazil,Mato Grosso do Sul,BRA
3451242,Rio Branco do Sul,Brazil,Paraná,BRA
3451261,Rio Bonito,Brazil,Rio de Janeiro,BRA
3451328,Ribeirão Preto,Brazil,São Paulo,BRA
3451329,Ribeirão Pires,Brazil,São Paulo,BRA
3451353,Ribeirão das Neves,Brazil,Minas Gerais,BRA
3451357,Ribeirão da Ilha,Brazil,Santa Catarina,BRA
3451383,Ribeira do Pombal,Brazil,Bahia,BRA
3451474,Riachão do Jacuípe,Brazil,Bahia,BRA
3451650,Resplendor,Brazil,Minas Gerais,BRA
3451668,Resende,Brazil,Rio de Janeiro,BRA
3451704,Registro,Brazil,São Paulo,BRA
3451709,Regente Feijó,Brazil,São Paulo,BRA
3451856,Rancharia,Brazil,São Paulo,BRA
3451931,Quirinópolis,Brazil,Goiás,BRA
3452073,Queimados,Brazil,Rio de Janeiro,BRA
3452141,Quatro Barras,Brazil,Paraná,BRA
3452179,Quaraí,Brazil,Rio Grande do Sul,BRA
3452216,Prudentópolis,Brazil,Paraná,BRA
3452233,Propriá,Brazil,Sergipe,BRA
3452237,Promissão,Brazil,São Paulo,BRA
3452320,Presidente Venceslau,Brazil,São Paulo,BRA
3452324,Presidente Prudente,Brazil,São Paulo,BRA
3452331,Presidente Epitácio,Brazil,São Paulo,BRA
3452440,Prata,Brazil,Minas Gerais,BRA
3452465,Praia Grande,Brazil,São Paulo,BRA
3452483,Prado,Brazil,Bahia,BRA
3452525,Pouso Alegre,Brazil,Minas Gerais,BRA
3452599,Posse,Brazil,Goiás,BRA
3452623,Porto União,Brazil,Santa Catarina,BRA
3452640,Porto Seguro,Brazil,Bahia,BRA
3452775,Porto Ferreira,Brazil,São Paulo,BRA
3452779,Porto Feliz,Brazil,São Paulo,BRA
3452925,Porto Alegre,Brazil,Rio Grande do Sul,BRA
3452982,Portão,Brazil,Rio Grande do Sul,BRA
3453014,Porangatu,Brazil,Goiás,BRA
3453060,Pontes e Lacerda,Brazil,Mato Grosso,BRA
3453078,Ponte Nova,Brazil,Minas Gerais,BRA
3453150,Ponta Porã,Brazil,Mato Grosso do Sul,BRA
3453171,Pontal,Brazil,São Paulo,BRA
3453186,Ponta Grossa,Brazil,Paraná,BRA
3453240,Pompéu,Brazil,Minas Gerais,BRA
3453242,Pompéia,Brazil,São Paulo,BRA
3453245,Pomerode,Brazil,Santa Catarina,BRA
3453303,Poços de Caldas,Brazil,Minas Gerais,BRA
3453315,Poconé,Brazil,Mato Grosso,BRA
3453337,Poções,Brazil,Bahia,BRA
3453406,Poá,Brazil,São Paulo,BRA
3453420,Planaltina,Brazil,Goiás,BRA
3453435,Piúma,Brazil,Espírito Santo,BRA
3453439,Piuí,Brazil,Minas Gerais,BRA
3453457,Pitangui,Brazil,Minas Gerais,BRA
3453467,Pitangueiras,Brazil,São Paulo,BRA
3453478,Pitanga,Brazil,Paraná,BRA
3453494,Piritiba,Brazil,Bahia,BRA
3453503,Pires do Rio,Brazil,Goiás,BRA
3453535,Piraquara,Brazil,Paraná,BRA
3453542,Pirapozinho,Brazil,São Paulo,BRA
3453546,Pirapora,Brazil,Minas Gerais,BRA
3453605,Pirajuí,Brazil,São Paulo,BRA
3453610,Piraju,Brazil,São Paulo,BRA
3453622,Piraí do Sul,Brazil,Paraná,BRA
3453635,Piraí,Brazil,Rio de Janeiro,BRA
3453639,Pirassununga,Brazil,São Paulo,BRA
3453643,Piracicaba,Brazil,São Paulo,BRA
3453659,Piracanjuba,Brazil,Goiás,BRA
3453661,Piracaia,Brazil,São Paulo,BRA
3453767,Pinheiral,Brazil,Rio de Janeiro,BRA
3453777,Pinhão,Brazil,Paraná,BRA
3453807,Espírito Santo do Pinhal,Brazil,São Paulo,BRA
3453827,Pindobaçu,Brazil,Bahia,BRA
3453837,Pindamonhangaba,Brazil,São Paulo,BRA
3453896,Pilar do Sul,Brazil,São Paulo,BRA
3453926,Piedade,Brazil,São Paulo,BRA
3454031,Petrópolis,Brazil,Rio de Janeiro,BRA
3454061,Peruíbe,Brazil,São Paulo,BRA
3454131,Pereira Barreto,Brazil,São Paulo,BRA
3454139,Perdões,Brazil,Minas Gerais,BRA
3454213,Penha,Brazil,Santa Catarina,BRA
3454231,Penedo,Brazil,Alagoas,BRA
3454235,Penápolis,Brazil,São Paulo,BRA
3454244,Pelotas,Brazil,Rio Grande do Sul,BRA
3454358,Pedro Leopoldo,Brazil,Minas Gerais,BRA
3454407,Pedreira,Brazil,São Paulo,BRA
3454578,Pedra Azul,Brazil,Minas Gerais,BRA
3454620,Pederneiras,Brazil,São Paulo,BRA
3454690,Paulínia,Brazil,São Paulo,BRA
3454763,Patrocínio,Brazil,Minas Gerais,BRA
3454783,Patos de Minas,Brazil,Minas Gerais,BRA
3454818,Pato Branco,Brazil,Paraná,BRA
3454827,Paty do Alferes,Brazil,Rio de Janeiro,BRA
3454839,Posto da Mata,Brazil,Bahia,BRA
3454847,Passos,Brazil,Minas Gerais,BRA
3454857,Passo Fundo,Brazil,Rio Grande do Sul,BRA
3454954,Parobé,Brazil,Rio Grande do Sul,BRA
3455036,Paraty,Brazil,Rio de Janeiro,BRA
3455051,Paranavaí,Brazil,Paraná,BRA
3455061,Paranapanema,Brazil,São Paulo,BRA
3455065,Paranaíba,Brazil,Mato Grosso do Sul,BRA
3455070,Paranaguá,Brazil,Paraná,BRA
3455141,Paraíba do Sul,Brazil,Rio de Janeiro,BRA
3455152,Paraguaçu Paulista,Brazil,São Paulo,BRA
3455155,Paraguaçu,Brazil,Minas Gerais,BRA
3455161,Pará de Minas,Brazil,Minas Gerais,BRA
3455168,Paracatu,Brazil,Minas Gerais,BRA
3455170,Paracambi,Brazil,Rio de Janeiro,BRA
3455281,Panambi,Brazil,Rio Grande do Sul,BRA
3455298,Palotina,Brazil,Paraná,BRA
3455342,Palmital,Brazil,São Paulo,BRA
3455416,Palmeira das Missões,Brazil,Rio Grande do Sul,BRA
3455425,Palmeira,Brazil,Paraná,BRA
3455459,Palmas,Brazil,Paraná,BRA
3455478,Palhoça,Brazil,Santa Catarina,BRA
3455553,Paiçandu,Brazil,Paraná,BRA
3455580,Padre Bernardo,Brazil,Goiás,BRA
3455671,Ouro Preto,Brazil,Minas Gerais,BRA
3455689,Ouro Branco,Brazil,Minas Gerais,BRA
3455729,Ourinhos,Brazil,São Paulo,BRA
3455756,Osvaldo Cruz,Brazil,São Paulo,BRA
3455769,Osório,Brazil,Rio Grande do Sul,BRA
3455775,Osasco,Brazil,São Paulo,BRA
3455784,Orleans,Brazil,Santa Catarina,BRA
3455785,Orlândia,Brazil,São Paulo,BRA
3455908,Oliveira,Brazil,Minas Gerais,BRA
3455923,Olímpia,Brazil,São Paulo,BRA
3456060,Novo Horizonte,Brazil,São Paulo,BRA
3456068,Novo Hamburgo,Brazil,Rio Grande do Sul,BRA
